repository_full_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc,archived,accessible,num_stars,num_forks,num_contributor,num_commit,Contributors,Stars,Commit,Size
BraunMichael/MultiResUNet-Keras-Dragonfly4.1,,,2020-04-28T17:41:04Z,Forked versions of MultiResUNet and Keras 2.3.1 for making a deep learning model compatible with Dragonfly 4.1,Python,,,False,True,,,,,30.0,2.0,5359.0,13578.0
A-Jacobson/shiba,,,2019-05-03T23:41:52Z,"A simple, flexible, pytorch training loop.",Python,,,False,True,,,,,2.0,2.0,106.0,4944.0
garyd203/flying-circus,,,2017-09-12T10:53:04Z,"A tool for describing AWS infrastructure as (Python) code, built on top of AWS Cloud Formation.",Python,,,False,True,,,,,2.0,6.0,494.0,1040.0
dhlab-epfl/dhSegment-torch,,,2019-12-10T09:27:52Z,dhSegment on pytorch,Python,,,False,True,,,,,8.0,28.0,572.0,17792.0
minerva-ml/open-solution-toxic-comments,,,2018-01-04T16:29:37Z,Open solution to the Toxic Comment Classification Challenge,Python,,,True,True,,,,,6.0,151.0,163.0,2628.0
ktonal/mimikit,,,2020-10-23T04:17:42Z,Music Modeling Kit,Python,,,False,True,,,,,2.0,7.0,420.0,23473.0
HUJI-Deep/FlowKet,,,2019-05-09T08:08:24Z,A framework based on Tensorflow for running variational Monte-Carlo simulations of quantum many-body systems.,Python,,,False,True,,,,,2.0,37.0,317.0,11024.0
phac-nml/neptune,,,2015-11-18T17:52:12Z,Neptune: Genomic Signature Discovery,Python,,,False,True,,,,,3.0,17.0,295.0,2717.0
geyang/ml_logger,,,2018-04-21T07:27:55Z,"A logger, server and visualization dashboard for ML projects",Python,,,False,True,,,,,5.0,167.0,696.0,26927.0
ContinualAI/avalanche,,,2020-03-05T11:32:13Z,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,Python,,,False,True,,,,,30.0,1267.0,3129.0,11607.0
neptune-ai/neptune-examples,,,2020-03-18T15:34:38Z,Examples of using Neptune to keep track of your experiments (maintenance only).,Jupyter Notebook,,,True,True,,,,,6.0,25.0,139.0,7775.0
tensorflow/profiler,,,2020-03-10T15:58:33Z,A profiling and performance analysis tool for TensorFlow,TypeScript,,,False,True,,,,,21.0,300.0,465.0,31901.0
liangruibupt/aws-is-how,,,2020-04-09T02:42:12Z,Know How Guide and Hands on Guide for AWS,Jupyter Notebook,,,False,True,,,,,2.0,33.0,602.0,353713.0
BBQuercus/deepBlink,,,2020-06-24T14:52:33Z,Threshold independent detection and localization of diffraction-limited spots.,Python,,,False,True,,,,,4.0,23.0,524.0,345466.0
jamesdolezal/slideflow,,,2019-09-13T14:41:08Z,"Deep learning library for digital pathology, with both Tensorflow and PyTorch support.",Python,,,False,True,,,,,5.0,96.0,1841.0,104717.0
ludwig-ai/ludwig,,,2018-12-27T23:58:12Z,Data-centric declarative deep learning framework,Python,,,False,True,,,,,30.0,8793.0,3386.0,31529.0
kaylode/shrec22-pothole,,,2022-02-15T10:51:47Z,HCMUS Team at SHREC22: Crack and Pothole Segmentation,Python,,,False,True,,,,,2.0,4.0,137.0,35880.0
adevinta/graph-asset-inventory-api,,,2021-08-09T05:51:02Z,Security Graph - Asset Inventory API,Python,,,False,True,,,,,3.0,3.0,128.0,139.0
tensorflow/cloud,,,2020-02-10T18:51:59Z,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and TensorFlow code in a local environment to distributed training in the cloud.,Python,,,False,True,,,,,25.0,343.0,574.0,1855.0
wandb/client-ng,,,2020-01-31T15:19:49Z,Experimental wandb CLI and Python API - See Experimental section below.,Python,,,True,True,,,,,12.0,15.0,605.0,22499.0
neptune-ai/neptune-client,,,2019-02-11T11:25:57Z,:ledger: Experiment tracking tool and model registry,Python,,,False,True,,,,,29.0,371.0,1386.0,8791.0
tensorflow/tensorboard,,,2017-05-15T20:08:07Z,TensorFlow's Visualization Toolkit,TypeScript,,,False,True,,,,,30.0,6140.0,5388.0,120908.0
broadinstitute/keras-rcnn,,,2017-04-25T13:32:06Z,Keras package for region-based convolutional neural networks (RCNNs),Python,,,False,True,,,,,16.0,545.0,838.0,5321.0
geyang/jaynes-starter-kit,,,2019-06-06T15:46:16Z,"a starter-kit for jaynes, the cloud-agnostic launch library",Python,,,False,True,,,,,6.0,14.0,214.0,2252.0
flyteorg/flytekit,,,2019-08-21T17:38:38Z,Extensible Python SDK for developing Flyte tasks and workflows. Simple to get started and learn and highly extensible. ,Python,,,False,True,,,,,30.0,123.0,997.0,15635.0
oblivia-simplex/berbalang,,,2019-03-20T16:15:11Z,WIP: evolutionary explorations of weird machines,Rust,,,False,True,,,,,5.0,8.0,379.0,140292.0
felipecode/coiltraine,,,2019-01-28T10:52:52Z,Training framework for conditional imitation learning ,Python,,,False,True,,,,,10.0,207.0,916.0,4926.0
aws-samples/amazon-neptune-samples,,,2018-04-05T22:37:22Z,Samples and documentation for using the Amazon Neptune graph database service,JavaScript,,,False,True,,,,,23.0,330.0,256.0,52047.0
craftmine1000/jukebox-saveopt,,,2022-03-17T15:31:07Z,,Python,,,False,True,,,,,8.0,11.0,165.0,2762.0
dunkelhaus/cancerTherapy,,,2018-01-18T01:39:50Z,To use deep learning to identify patients whose tumor DNA mutations “look similar to” other tumors for which treatments are effective.,HTML,,,False,True,,,,,5.0,5.0,434.0,174178.0
PenroseZ/vitis-ai,,,2021-01-26T09:34:05Z,,C++,,,False,True,,,,,27.0,2.0,941.0,1114823.0
neptune-ai/neptune-contrib,,,2019-01-22T15:41:44Z,This library is a location of the LegacyLogger for PyTorch Lightning.,Python,,,True,True,,,,,12.0,26.0,201.0,25501.0
embedded-bitai/Mercenary,,,2020-09-20T06:53:53Z,This is Mercenary Project,C++,,,False,True,,,,,7.0,4.0,131.0,484989.0
uwsampl/pytorch,,,2019-11-11T20:13:50Z,"Dynamic tensor rematerialization, implemented as a pytorch fork",C++,,,False,True,,,,,30.0,3.0,28468.0,186542.0
inferno-pytorch/speedrun,,,2018-05-24T18:48:50Z,Research code need not be ugly. ,Python,,,False,True,,,,,5.0,79.0,117.0,211.0
amundsen-io/amundsendatabuilder,,,2019-02-11T18:52:13Z,Data ingestion library for Amundsen to build graph and search index,Python,,,False,True,,,,,30.0,204.0,367.0,2155.0
catalyst-team/catalyst,,,2018-08-20T07:56:13Z,Accelerated deep learning R&D,Python,,,False,True,,,,,30.0,3090.0,1698.0,54739.0
lanpa/tensorboardX,,,2017-06-13T13:54:19Z,"tensorboard for pytorch (and chainer, mxnet, numpy, ...)",Python,,,False,True,,,,,30.0,7549.0,505.0,5779.0
